County Level Latest Data for Florida
Date generated: Tue Dec 13 2022 18:46:55 GMT-0500 (Eastern Standard Time)
FIPS code,State Name,County,Weekly Cases,Weekly Case rate /100k,% Change in weekly Cases from past week,Test positivity rate - last 7 days,Test positivity rate - absolute change,Total diagnostic tests - last 7 days,Total diagnostic tests per 100k - last 7 days,Total diagnostic tests - % change from previous week,Weekly Deaths,Total admissions of confirmed COVID-19 patients over the past 7 days of reports per 100000 people including both adult and pediatric patients,Weekly Death rate /100k,% Change in weekly Deaths from past week,Population density - county,Average household size - county,Percent uninsured - county,Poverty rate - county,Percent population 65+ yrs - county,SVI,CCVI,Current date,Start date of 7 day window being captured in the case/death metrics,End date of 7 day window being captured in the case/death metrics,Start date of 7 day window being captured in the testing metrics,End date of 7 day window being captured in the testing metrics,Date of hospital data reports included in the latest table for a given county,Total number of hospitals reporting in a county for a particular day,Total admissions of confirmed COVID-19 patients over the past 7 days of reports including both adult and pediatric patients,Week over week percentage change in total COVID-19 admissions,Percentage of staffed adult inpatient beds used by confirmed COVID-19 patients over a trailing 7 day period,Week over week absolute change in percentage of staffed adult inpatient beds used by confirmed COVID-19 patients,Week over week absolute change in percentage of staffed adult ICU beds used by confirmed COVID-19 patients,Percentage of staffed adult ICU beds used by confirmed COVID-19 patients over a trailing 7 day period,Poverty rate - state,Percent population 65+ years - state,Population density - state,Average household size - state,Percent uninsured - state,Population density - US,Average household size - US,Percent uninsured - US,Poverty rate - US,Percent population 65+ years - US,Total county population,Metropolitan status,NCHS urban/rural class,RUCC description,Total state population,Total US population,Health Service Area Number
12107,Florida,Putnam County,26,34.89,85.71,6.76,2.45,500,668.32,-3.66,suppressed,4.7,suppressed,100,102.38,2.52,16,24.8,23.72,0.9525,1,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,4,23.1,3.2,0.8,2.1,5.6,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,74521,Non-metro,Micropolitan,Urban population of 20000 or more adjacent to a metro area,21477737,331996199,251
12113,Florida,Santa Rosa County,117,63.48,32.95,15.5,0.72,710,375.39,-2.07,0,8.1,0.00,-100,182.06,2.68,10,9.8,16.34,0.3096,0.54,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,15,4.599999999999999,1.7,-0.1,1.2,2.5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,184313,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,163
12115,Florida,Sarasota County,302,69.63,13.11,10.58,-0.68,2782,627.33,12.95,suppressed,13.2,suppressed,-78.95,780.13,2.25,11.4,9.7,37.34,0.2538,0.61,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,5,57,2.4,3.6,0.1,1.7,4.6,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,433742,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,213
12117,Florida,Seminole County,275,58.28,38.19,12.8,0.62,1437,303.06,5.35,suppressed,6.7,suppressed,-85.71,1525.34,2.7,10.4,11.4,15.98,0.1844,0.59,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,31,-8.6,3,0.2,0.2,3,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,471826,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,21477737,331996199,142
12109,Florida,St. Johns County,194,73.30,12.79,14.4,-2.48,742,266.22,-1.2,0,4.7,0.00,-100,440.71,2.7,8.4,8.4,20.65,0.0761,0.36,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,12,23.1,3.2,0.8,2.1,5.6,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,264672,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,21477737,331996199,251
12111,Florida,St. Lucie County,163,49.65,5.84,11.78,0.25,1337,396.52,21.66,suppressed,8.2,suppressed,-50,574.3,2.68,14,15,24.65,0.7185,0.91,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,27,-8.2,2.7,0.7,0.9,2.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,328297,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,221
12119,Florida,Sumter County,95,71.74,50.79,10.78,0.45,689,495.62,3.3,suppressed,6.7,suppressed,-50,237.68,2.04,6.2,8.8,58.17,0.236,0.59,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,9,-8.6,3,0.2,0.2,3,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,132420,Metro,Small metro,Counties in metro areas of fewer than 250000 population,21477737,331996199,142
12121,Florida,Suwannee County,23,51.78,53.33,5.74,-0.32,292,651.04,13.18,0,15.9,0.00,-100,64.51,2.81,13.9,17.8,21.73,0.9424,1,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,7,25.4,3.2,0.9,1.7,5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,44417,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,159
12123,Florida,Taylor County,7,32.45,0,9.41,4.15,86,398.15,186.67,suppressed,6.5,suppressed,N/A,20.67,2.47,10.9,19.8,20.98,0.8984,0.93,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,1,52.6,1.5,0.1,-0.4,0.4,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,21569,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,183
12125,Florida,Union County,8,52.50,14.29,7.89,0.2,73,480.83,37.74,0,15.9,0.00,0,62.56,2.5,12.4,22,15.21,0.8382,0.75,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,2,25.4,3.2,0.9,1.7,5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,15237,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,159
12127,Florida,Volusia County,390,70.49,48.85,9.96,-1.18,2105,374.89,10.79,suppressed,6.7,suppressed,-85.71,502.42,2.43,12.5,15.2,24.91,0.5347,0.81,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,7,37,-8.6,3,0.2,0.2,3,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,553284,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,142
12129,Florida,Wakulla County,23,68.17,130,10.94,2.79,132,384.63,-6.38,0,6.5,0.00,0,55.64,2.56,9,11.5,15.9,0.4032,0.57,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,2,52.6,1.5,0.1,-0.4,0.4,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,33739,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,183
12131,Florida,Walton County,23,31.05,155.56,3.3,-1.49,185,241.36,-17.78,suppressed,8.1,suppressed,N/A,71.38,2.42,13.5,14.7,20.22,0.5822,0.93,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,6,4.599999999999999,1.7,-0.1,1.2,2.5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,74071,Metro,Small metro,Counties in metro areas of fewer than 250000 population,21477737,331996199,163
12133,Florida,Washington County,5,19.63,150,2.63,1.09,83,320.07,80.43,0,5.8,0.00,-100,43.57,2.57,12.8,22.4,17.2,0.8939,0.96,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,1,240,1.9,0.5,0.2,1.2,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,25473,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,155
